fecha,dia
2018-01-01,3
2018-01-01,2
2018-01-01,1
2018-01-01,2
2018-01-01,11
2018-01-01,5
2018-01-01,4
2018-01-01,15
2018-01-01,13
2018-01-01,11
2018-01-01,9
2018-01-01,7
2018-01-01,24
2018-01-01,8
2018-01-01,7
2018-01-01,15
2018-01-01,4
2018-01-01,4
2018-01-01,10
2018-01-01,8
2018-01-01,13
2018-01-01,13
2018-01-01,9
2018-01-01,3
2018-01-01,2
2018-01-01,11
2018-01-01,10
